STNAME,CTYNAME,YEAR,POPULATION,BUYER_COUNTY_x,BUYER_STATE_x,FIPS Code,State_x,BUYER_STATE_y,BUYER_COUNTY_y,MME,State_y
Florida,MARION,2009,328547,MARION,FL,12083,Florida,FL,MARION,177998098.0790625,Florida
Florida,MARION,2010,331341,MARION,FL,12083,Florida,FL,MARION,216686240.8516875,Florida
Florida,MARION,2011,332325,MARION,FL,12083,Florida,FL,MARION,209503198.548825,Florida
Florida,MARION,2012,333945,MARION,FL,12083,Florida,FL,MARION,175709775.3719625,Florida
Florida,MARION,2013,335196,MARION,FL,12083,Florida,FL,MARION,148153828.12608752,Florida
Florida,MARION,2014,338165,MARION,FL,12083,Florida,FL,MARION,152057413.5745125,Florida
Florida,MARTIN,2006,137740,MARTIN,FL,12085,Florida,FL,MARTIN,68573128.7873625,Florida
Florida,MARTIN,2007,138865,MARTIN,FL,12085,Florida,FL,MARTIN,77097869.3673125,Florida
Florida,MARTIN,2008,139080,MARTIN,FL,12085,Florida,FL,MARTIN,99157779.642725,Florida
Florida,MARTIN,2009,139794,MARTIN,FL,12085,Florida,FL,MARTIN,121781256.5109,Florida
Florida,MARTIN,2010,146912,MARTIN,FL,12085,Florida,FL,MARTIN,149894562.48135,Florida
Florida,MARTIN,2011,147904,MARTIN,FL,12085,Florida,FL,MARTIN,137044596.4252125,Florida
Florida,MARTIN,2012,149032,MARTIN,FL,12085,Florida,FL,MARTIN,85087552.6195125,Florida
Florida,MARTIN,2013,151197,MARTIN,FL,12085,Florida,FL,MARTIN,67129266.2933625,Florida
Florida,MARTIN,2014,153218,MARTIN,FL,12085,Florida,FL,MARTIN,56253306.2899875,Florida
Florida,MIAMI-DADE,2006,2438702,MIAMI-DADE,FL,12086,Florida,FL,MIAMI-DADE,303039718.08595,Florida
Florida,MIAMI-DADE,2007,2453567,MIAMI-DADE,FL,12086,Florida,FL,MIAMI-DADE,373495881.19885,Florida
Florida,MIAMI-DADE,2008,2478745,MIAMI-DADE,FL,12086,Florida,FL,MIAMI-DADE,519536806.5603875,Florida
Florida,MIAMI-DADE,2009,2500625,MIAMI-DADE,FL,12086,Florida,FL,MIAMI-DADE,801945146.0798625,Florida
Florida,MIAMI-DADE,2010,2506986,MIAMI-DADE,FL,12086,Florida,FL,MIAMI-DADE,1242761206.9214623,Florida
Florida,MIAMI-DADE,2011,2544511,MIAMI-DADE,FL,12086,Florida,FL,MIAMI-DADE,1070607759.4413,Florida
Florida,MIAMI-DADE,2012,2576473,MIAMI-DADE,FL,12086,Florida,FL,MIAMI-DADE,503313857.81025,Florida
Florida,MIAMI-DADE,2013,2609570,MIAMI-DADE,FL,12086,Florida,FL,MIAMI-DADE,383705261.9265,Florida
Florida,MIAMI-DADE,2014,2634056,MIAMI-DADE,FL,12086,Florida,FL,MIAMI-DADE,340208755.417875,Florida
Florida,MONROE,2006,74104,MONROE,FL,12087,Florida,FL,MONROE,42203180.115725,Florida
Florida,MONROE,2007,73420,MONROE,FL,12087,Florida,FL,MONROE,46281924.684225,Florida
Florida,MONROE,2008,73298,MONROE,FL,12087,Florida,FL,MONROE,53446096.2143625,Florida
Florida,MONROE,2009,73165,MONROE,FL,12087,Florida,FL,MONROE,71369629.9695375,Florida
Florida,MONROE,2010,73226,MONROE,FL,12087,Florida,FL,MONROE,77309966.575425,Florida
Florida,MONROE,2011,73988,MONROE,FL,12087,Florida,FL,MONROE,71118776.762475,Florida
Florida,MONROE,2012,74596,MONROE,FL,12087,Florida,FL,MONROE,47813946.58245,Florida
Florida,MONROE,2013,75878,MONROE,FL,12087,Florida,FL,MONROE,32057713.5913125,Florida
Florida,MONROE,2014,76353,MONROE,FL,12087,Florida,FL,MONROE,34053031.5238125,Florida
Florida,NASSAU,2006,66529,NASSAU,FL,12089,Florida,FL,NASSAU,26318179.4413125,Florida
Florida,NASSAU,2007,68441,NASSAU,FL,12089,Florida,FL,NASSAU,30364848.846725,Florida
Florida,NASSAU,2008,69815,NASSAU,FL,12089,Florida,FL,NASSAU,38339252.757,Florida
Florida,NASSAU,2009,70576,NASSAU,FL,12089,Florida,FL,NASSAU,45514900.995,Florida
Florida,NASSAU,2010,73526,NASSAU,FL,12089,Florida,FL,NASSAU,55038318.1468125,Florida
Florida,NASSAU,2011,74166,NASSAU,FL,12089,Florida,FL,NASSAU,64563827.895675,Florida
Florida,NASSAU,2012,74546,NASSAU,FL,12089,Florida,FL,NASSAU,60370367.055675,Florida
Florida,NASSAU,2013,75428,NASSAU,FL,12089,Florida,FL,NASSAU,50940822.592725,Florida
Florida,NASSAU,2014,76309,NASSAU,FL,12089,Florida,FL,NASSAU,52757316.1315875,Florida
Florida,OKALOOSA,2006,182462,OKALOOSA,FL,12091,Florida,FL,OKALOOSA,51768878.54175,Florida
Florida,OKALOOSA,2007,180911,OKALOOSA,FL,12091,Florida,FL,OKALOOSA,51948686.9043375,Florida
Florida,OKALOOSA,2008,179529,OKALOOSA,FL,12091,Florida,FL,OKALOOSA,53881856.7003125,Florida
Florida,OKALOOSA,2009,178473,OKALOOSA,FL,12091,Florida,FL,OKALOOSA,58085786.8360875,Florida
Florida,OKALOOSA,2010,180725,OKALOOSA,FL,12091,Florida,FL,OKALOOSA,61460166.82545,Florida
Florida,OKALOOSA,2011,183205,OKALOOSA,FL,12091,Florida,FL,OKALOOSA,63730010.400675,Florida
Florida,OKALOOSA,2012,189957,OKALOOSA,FL,12091,Florida,FL,OKALOOSA,64457984.9233875,Florida
Florida,OKALOOSA,2013,192969,OKALOOSA,FL,12091,Florida,FL,OKALOOSA,64439706.06225,Florida
Florida,OKALOOSA,2014,195074,OKALOOSA,FL,12091,Florida,FL,OKALOOSA,69639841.952475,Florida
Florida,OKEECHOBEE,2006,39813,OKEECHOBEE,FL,12093,Florida,FL,OKEECHOBEE,20628537.5353125,Florida
Florida,OKEECHOBEE,2007,40023,OKEECHOBEE,FL,12093,Florida,FL,OKEECHOBEE,24923110.1409,Florida
Florida,OKEECHOBEE,2008,40222,OKEECHOBEE,FL,12093,Florida,FL,OKEECHOBEE,29189020.214925,Florida
Florida,OKEECHOBEE,2009,40241,OKEECHOBEE,FL,12093,Florida,FL,OKEECHOBEE,35903960.5693125,Florida
Florida,OKEECHOBEE,2010,40014,OKEECHOBEE,FL,12093,Florida,FL,OKEECHOBEE,55324330.29045,Florida
Florida,OKEECHOBEE,2011,39854,OKEECHOBEE,FL,12093,Florida,FL,OKEECHOBEE,49274623.4068125,Florida
Florida,OKEECHOBEE,2012,39693,OKEECHOBEE,FL,12093,Florida,FL,OKEECHOBEE,32380212.79635,Florida
Florida,OKEECHOBEE,2013,39464,OKEECHOBEE,FL,12093,Florida,FL,OKEECHOBEE,27647723.0295375,Florida
Florida,OKEECHOBEE,2014,39550,OKEECHOBEE,FL,12093,Florida,FL,OKEECHOBEE,28649255.43045,Florida
Florida,ORANGE,2006,1053941,ORANGE,FL,12095,Florida,FL,ORANGE,249616181.3477375,Florida
Florida,ORANGE,2007,1066117,ORANGE,FL,12095,Florida,FL,ORANGE,305170616.443275,Florida
Florida,ORANGE,2008,1075737,ORANGE,FL,12095,Florida,FL,ORANGE,483055087.5378,Florida
Florida,ORANGE,2009,1086480,ORANGE,FL,12095,Florida,FL,ORANGE,688873467.0696375,Florida
Florida,ORANGE,2010,1148590,ORANGE,FL,12095,Florida,FL,ORANGE,1118030476.755375,Florida
Florida,ORANGE,2011,1170699,ORANGE,FL,12095,Florida,FL,ORANGE,879529746.1212375,Florida
Florida,ORANGE,2012,1202716,ORANGE,FL,12095,Florida,FL,ORANGE,536535590.4659625,Florida
Florida,ORANGE,2013,1227761,ORANGE,FL,12095,Florida,FL,ORANGE,354127349.3149875,Florida
Florida,ORANGE,2014,1257031,ORANGE,FL,12095,Florida,FL,ORANGE,299874378.27015,Florida
Florida,OSCEOLA,2006,246259,OSCEOLA,FL,12097,Florida,FL,OSCEOLA,50817721.9688125,Florida
Florida,OSCEOLA,2007,258283,OSCEOLA,FL,12097,Florida,FL,OSCEOLA,64095232.3279875,Florida
Florida,OSCEOLA,2008,266609,OSCEOLA,FL,12097,Florida,FL,OSCEOLA,93117015.4062625,Florida
Florida,OSCEOLA,2009,270618,OSCEOLA,FL,12097,Florida,FL,OSCEOLA,225661792.62585,Florida
Florida,OSCEOLA,2010,269841,OSCEOLA,FL,12097,Florida,FL,OSCEOLA,289370503.4899875,Florida
Florida,OSCEOLA,2011,278669,OSCEOLA,FL,12097,Florida,FL,OSCEOLA,188818988.528625,Florida
Florida,OSCEOLA,2012,288932,OSCEOLA,FL,12097,Florida,FL,OSCEOLA,126453885.42135,Florida
Florida,OSCEOLA,2013,299322,OSCEOLA,FL,12097,Florida,FL,OSCEOLA,83338791.3234,Florida
Florida,OSCEOLA,2014,311150,OSCEOLA,FL,12097,Florida,FL,OSCEOLA,79516219.5268125,Florida
Florida,PALM BEACH,2006,1265707,PALM BEACH,FL,12099,Florida,FL,PALM BEACH,645319179.4898375,Florida
Florida,PALM BEACH,2007,1264648,PALM BEACH,FL,12099,Florida,FL,PALM BEACH,924515014.484675,Florida
Florida,PALM BEACH,2008,1269745,PALM BEACH,FL,12099,Florida,FL,PALM BEACH,1334354383.1702626,Florida
Florida,PALM BEACH,2009,1279950,PALM BEACH,FL,12099,Florida,FL,PALM BEACH,1813924772.778675,Florida
Florida,PALM BEACH,2010,1323631,PALM BEACH,FL,12099,Florida,FL,PALM BEACH,1897698565.872,Florida
Florida,PALM BEACH,2011,1336875,PALM BEACH,FL,12099,Florida,FL,PALM BEACH,1063694692.98135,Florida
Florida,PALM BEACH,2012,1355149,PALM BEACH,FL,12099,Florida,FL,PALM BEACH,625882092.60765,Florida
Florida,PALM BEACH,2013,1376782,PALM BEACH,FL,12099,Florida,FL,PALM BEACH,479352163.439325,Florida
Florida,PALM BEACH,2014,1399064,PALM BEACH,FL,12099,Florida,FL,PALM BEACH,453221588.0313375,Florida
Florida,PASCO,2006,444325,PASCO,FL,12101,Florida,FL,PASCO,268426053.3706625,Florida
Florida,PASCO,2007,459566,PASCO,FL,12101,Florida,FL,PASCO,356094008.8700125,Florida
Florida,PASCO,2008,468384,PASCO,FL,12101,Florida,FL,PASCO,494709084.4496125,Florida
Florida,PASCO,2009,471709,PASCO,FL,12101,Florida,FL,PASCO,561319165.481925,Florida
Florida,PASCO,2010,465516,PASCO,FL,12101,Florida,FL,PASCO,761605810.557225,Florida
Florida,PASCO,2011,466529,PASCO,FL,12101,Florida,FL,PASCO,678130651.9053375,Florida
Florida,PASCO,2012,469755,PASCO,FL,12101,Florida,FL,PASCO,345632155.1611875,Florida
Florida,PASCO,2013,474501,PASCO,FL,12101,Florida,FL,PASCO,255074032.36515,Florida
Florida,PASCO,2014,483590,PASCO,FL,12101,Florida,FL,PASCO,234128847.3229125,Florida
Florida,PINELLAS,2006,918551,PINELLAS,FL,12103,Florida,FL,PINELLAS,607000751.4848,Florida
Florida,PINELLAS,2007,912764,PINELLAS,FL,12103,Florida,FL,PINELLAS,636336297.667465,Florida
Florida,PINELLAS,2008,910058,PINELLAS,FL,12103,Florida,FL,PINELLAS,933646569.568775,Florida
Florida,PINELLAS,2009,909013,PINELLAS,FL,12103,Florida,FL,PINELLAS,1035506557.2697124,Florida
Florida,PINELLAS,2010,916428,PINELLAS,FL,12103,Florida,FL,PINELLAS,1438059342.3179624,Florida
Florida,PINELLAS,2011,918574,PINELLAS,FL,12103,Florida,FL,PINELLAS,1262519967.3723376,Florida
Florida,PINELLAS,2012,921863,PINELLAS,FL,12103,Florida,FL,PINELLAS,687164807.2971375,Florida
Florida,PINELLAS,2013,928755,PINELLAS,FL,12103,Florida,FL,PINELLAS,528188009.235075,Florida
Florida,PINELLAS,2014,936862,PINELLAS,FL,12103,Florida,FL,PINELLAS,495677590.4523375,Florida
Florida,POLK,2006,557477,POLK,FL,12105,Florida,FL,POLK,178941780.43742502,Florida
Florida,POLK,2007,573483,POLK,FL,12105,Florida,FL,POLK,170075524.03268752,Florida
Florida,POLK,2008,580282,POLK,FL,12105,Florida,FL,POLK,171113176.12785,Florida
Florida,POLK,2009,583403,POLK,FL,12105,Florida,FL,POLK,198919970.26203752,Florida
Florida,POLK,2010,603119,POLK,FL,12105,Florida,FL,POLK,285711952.307025,Florida
Florida,POLK,2011,610026,POLK,FL,12105,Florida,FL,POLK,281211844.4758875,Florida
Florida,POLK,2012,615581,POLK,FL,12105,Florida,FL,POLK,232197599.44455,Florida
Florida,POLK,2013,622808,POLK,FL,12105,Florida,FL,POLK,196902827.694525,Florida
Florida,POLK,2014,634624,POLK,FL,12105,Florida,FL,POLK,195882909.2763375,Florida
Florida,PUTNAM,2006,73411,PUTNAM,FL,12107,Florida,FL,PUTNAM,38637502.9733875,Florida
Florida,PUTNAM,2007,73740,PUTNAM,FL,12107,Florida,FL,PUTNAM,39640180.5800125,Florida
Florida,PUTNAM,2008,73455,PUTNAM,FL,12107,Florida,FL,PUTNAM,45305651.0537625,Florida
Florida,PUTNAM,2009,72893,PUTNAM,FL,12107,Florida,FL,PUTNAM,71246098.5103875,Florida
Florida,PUTNAM,2010,74223,PUTNAM,FL,12107,Florida,FL,PUTNAM,97258920.6485625,Florida
Florida,PUTNAM,2011,73657,PUTNAM,FL,12107,Florida,FL,PUTNAM,96933599.392875,Florida
Florida,PUTNAM,2012,72936,PUTNAM,FL,12107,Florida,FL,PUTNAM,58549293.5254125,Florida
Florida,PUTNAM,2013,72380,PUTNAM,FL,12107,Florida,FL,PUTNAM,46287274.538175,Florida
Florida,PUTNAM,2014,71987,PUTNAM,FL,12107,Florida,FL,PUTNAM,42869242.3988625,Florida
Florida,SAINT JOHNS,2006,168762,SAINT JOHNS,FL,12109,Florida,FL,SAINT JOHNS,43666083.525725,Florida
Florida,SAINT JOHNS,2007,175818,SAINT JOHNS,FL,12109,Florida,FL,SAINT JOHNS,49616909.3549,Florida
Florida,SAINT JOHNS,2008,182447,SAINT JOHNS,FL,12109,Florida,FL,SAINT JOHNS,56641758.2135375,Florida
Florida,SAINT JOHNS,2009,187436,SAINT JOHNS,FL,12109,Florida,FL,SAINT JOHNS,75312165.584475,Florida
Florida,SAINT JOHNS,2010,191268,SAINT JOHNS,FL,12109,Florida,FL,SAINT JOHNS,113272685.6979375,Florida
Florida,SAINT JOHNS,2011,196165,SAINT JOHNS,FL,12109,Florida,FL,SAINT JOHNS,92067248.57385,Florida
Florida,SAINT JOHNS,2012,202164,SAINT JOHNS,FL,12109,Florida,FL,SAINT JOHNS,72420257.82135,Florida
Florida,SAINT JOHNS,2013,209579,SAINT JOHNS,FL,12109,Florida,FL,SAINT JOHNS,67005482.35725,Florida
Florida,SAINT JOHNS,2014,218009,SAINT JOHNS,FL,12109,Florida,FL,SAINT JOHNS,66076969.0743,Florida
Florida,SAINT LUCIE,2006,249741,SAINT LUCIE,FL,12111,Florida,FL,SAINT LUCIE,95970453.4293625,Florida
Florida,SAINT LUCIE,2007,260461,SAINT LUCIE,FL,12111,Florida,FL,SAINT LUCIE,112422714.204925,Florida
Florida,SAINT LUCIE,2008,265646,SAINT LUCIE,FL,12111,Florida,FL,SAINT LUCIE,139178022.489225,Florida
Florida,SAINT LUCIE,2009,266502,SAINT LUCIE,FL,12111,Florida,FL,SAINT LUCIE,166843139.3083875,Florida
Florida,SAINT LUCIE,2010,278290,SAINT LUCIE,FL,12111,Florida,FL,SAINT LUCIE,212293299.6272625,Florida
Florida,SAINT LUCIE,2011,280481,SAINT LUCIE,FL,12111,Florida,FL,SAINT LUCIE,273106061.207925,Florida
Florida,SAINT LUCIE,2012,283042,SAINT LUCIE,FL,12111,Florida,FL,SAINT LUCIE,143969899.797225,Florida
Florida,SAINT LUCIE,2013,285437,SAINT LUCIE,FL,12111,Florida,FL,SAINT LUCIE,94475075.1674625,Florida
Florida,SAINT LUCIE,2014,290207,SAINT LUCIE,FL,12111,Florida,FL,SAINT LUCIE,96223056.043725,Florida
Florida,SANTA ROSA,2006,144279,SANTA ROSA,FL,12113,Florida,FL,SANTA ROSA,44111678.51095,Florida
Florida,SANTA ROSA,2007,147753,SANTA ROSA,FL,12113,Florida,FL,SANTA ROSA,51318023.23173,Florida
Florida,SANTA ROSA,2008,150356,SANTA ROSA,FL,12113,Florida,FL,SANTA ROSA,57690950.8617125,Florida
Florida,SANTA ROSA,2009,151759,SANTA ROSA,FL,12113,Florida,FL,SANTA ROSA,67867268.881575,Florida
Florida,SANTA ROSA,2010,152924,SANTA ROSA,FL,12113,Florida,FL,SANTA ROSA,89435962.15725,Florida
Florida,SANTA ROSA,2011,155796,SANTA ROSA,FL,12113,Florida,FL,SANTA ROSA,90109915.8802125,Florida
Florida,SANTA ROSA,2012,158285,SANTA ROSA,FL,12113,Florida,FL,SANTA ROSA,79863117.23385,Florida
Florida,SANTA ROSA,2013,160519,SANTA ROSA,FL,12113,Florida,FL,SANTA ROSA,71342029.67793751,Florida
Florida,SANTA ROSA,2014,162840,SANTA ROSA,FL,12113,Florida,FL,SANTA ROSA,71458381.080675,Florida
Florida,SARASOTA,2006,365613,SARASOTA,FL,12115,Florida,FL,SARASOTA,186351133.292275,Florida
Florida,SARASOTA,2007,368841,SARASOTA,FL,12115,Florida,FL,SARASOTA,242670386.16229,Florida
Florida,SARASOTA,2008,369867,SARASOTA,FL,12115,Florida,FL,SARASOTA,324196668.0051875,Florida
Florida,SARASOTA,2009,369765,SARASOTA,FL,12115,Florida,FL,SARASOTA,367976232.2097,Florida
Florida,SARASOTA,2010,379942,SARASOTA,FL,12115,Florida,FL,SARASOTA,426108315.3456,Florida
Florida,SARASOTA,2011,382298,SARASOTA,FL,12115,Florida,FL,SARASOTA,412731763.296975,Florida
Florida,SARASOTA,2012,386585,SARASOTA,FL,12115,Florida,FL,SARASOTA,266242889.0628375,Florida
Florida,SARASOTA,2013,390153,SARASOTA,FL,12115,Florida,FL,SARASOTA,203960363.4796875,Florida
Florida,SARASOTA,2014,396636,SARASOTA,FL,12115,Florida,FL,SARASOTA,191787664.83315,Florida
Florida,SEMINOLE,2006,408464,SEMINOLE,FL,12117,Florida,FL,SEMINOLE,134735668.4928125,Florida
Florida,SEMINOLE,2007,408308,SEMINOLE,FL,12117,Florida,FL,SEMINOLE,185430988.6242125,Florida
Florida,SEMINOLE,2008,410658,SEMINOLE,FL,12117,Florida,FL,SEMINOLE,256465771.5015625,Florida
Florida,SEMINOLE,2009,413204,SEMINOLE,FL,12117,Florida,FL,SEMINOLE,320779055.995875,Florida
Florida,SEMINOLE,2010,423072,SEMINOLE,FL,12117,Florida,FL,SEMINOLE,491538448.9892625,Florida
Florida,SEMINOLE,2011,426382,SEMINOLE,FL,12117,Florida,FL,SEMINOLE,521292236.5392375,Florida
Florida,SEMINOLE,2012,430626,SEMINOLE,FL,12117,Florida,FL,SEMINOLE,186169025.6092125,Florida
Florida,SEMINOLE,2013,435640,SEMINOLE,FL,12117,Florida,FL,SEMINOLE,145164013.9560375,Florida
Florida,SEMINOLE,2014,441583,SEMINOLE,FL,12117,Florida,FL,SEMINOLE,133755553.9749375,Florida
Florida,SUMTER,2006,68577,SUMTER,FL,12119,Florida,FL,SUMTER,12822867.205,Florida
Florida,SUMTER,2007,72711,SUMTER,FL,12119,Florida,FL,SUMTER,16784182.853,Florida
Florida,SUMTER,2008,75219,SUMTER,FL,12119,Florida,FL,SUMTER,21509172.271725,Florida
Florida,SUMTER,2009,77681,SUMTER,FL,12119,Florida,FL,SUMTER,30569094.9045375,Florida
Florida,SUMTER,2010,94286,SUMTER,FL,12119,Florida,FL,SUMTER,58311861.7968,Florida
Florida,SUMTER,2011,98011,SUMTER,FL,12119,Florida,FL,SUMTER,54304065.1022625,Florida
Florida,SUMTER,2012,101727,SUMTER,FL,12119,Florida,FL,SUMTER,45944804.344275,Florida
Florida,SUMTER,2013,106980,SUMTER,FL,12119,Florida,FL,SUMTER,41916549.7120125,Florida
Florida,SUMTER,2014,112354,SUMTER,FL,12119,Florida,FL,SUMTER,41593965.8109,Florida
Florida,SUWANNEE,2006,38773,SUWANNEE,FL,12121,Florida,FL,SUWANNEE,9345596.31495,Florida
Florida,SUWANNEE,2007,39473,SUWANNEE,FL,12121,Florida,FL,SUWANNEE,11324528.01785,Florida
Florida,SUWANNEE,2008,39830,SUWANNEE,FL,12121,Florida,FL,SUWANNEE,12980800.460675,Florida
Florida,SUWANNEE,2009,40149,SUWANNEE,FL,12121,Florida,FL,SUWANNEE,12835535.9070375,Florida
Florida,SUWANNEE,2010,42329,SUWANNEE,FL,12121,Florida,FL,SUWANNEE,13182171.2063625,Florida
Florida,SUWANNEE,2011,43365,SUWANNEE,FL,12121,Florida,FL,SUWANNEE,14079857.971125,Florida
Florida,SUWANNEE,2012,43533,SUWANNEE,FL,12121,Florida,FL,SUWANNEE,13754141.5792875,Florida
Florida,SUWANNEE,2013,43578,SUWANNEE,FL,12121,Florida,FL,SUWANNEE,14804655.8088375,Florida
Florida,SUWANNEE,2014,43777,SUWANNEE,FL,12121,Florida,FL,SUWANNEE,16818078.414525,Florida
Florida,TAYLOR,2006,20016,TAYLOR,FL,12123,Florida,FL,TAYLOR,5544284.8075,Florida
Florida,TAYLOR,2007,20947,TAYLOR,FL,12123,Florida,FL,TAYLOR,6762137.541362501,Florida
Florida,TAYLOR,2008,21390,TAYLOR,FL,12123,Florida,FL,TAYLOR,8597878.620000001,Florida
Florida,TAYLOR,2009,21400,TAYLOR,FL,12123,Florida,FL,TAYLOR,11572548.8588625,Florida
Florida,TAYLOR,2010,22594,TAYLOR,FL,12123,Florida,FL,TAYLOR,9613774.0463625,Florida
Florida,TAYLOR,2011,22666,TAYLOR,FL,12123,Florida,FL,TAYLOR,10229764.905225,Florida
Florida,TAYLOR,2012,22760,TAYLOR,FL,12123,Florida,FL,TAYLOR,10201239.0,Florida
Florida,TAYLOR,2013,22880,TAYLOR,FL,12123,Florida,FL,TAYLOR,10342293.09,Florida
Florida,TAYLOR,2014,22591,TAYLOR,FL,12123,Florida,FL,TAYLOR,10927432.1475,Florida
Florida,UNION,2006,14274,UNION,FL,12125,Florida,FL,UNION,2453713.881,Florida
Florida,UNION,2007,14727,UNION,FL,12125,Florida,FL,UNION,2777340.3794,Florida
Florida,UNION,2008,14935,UNION,FL,12125,Florida,FL,UNION,3458164.69335,Florida
Florida,UNION,2009,14584,UNION,FL,12125,Florida,FL,UNION,4037616.6283875,Florida
Florida,UNION,2010,15551,UNION,FL,12125,Florida,FL,UNION,5090004.848175,Florida
Florida,UNION,2011,15308,UNION,FL,12125,Florida,FL,UNION,3801527.356575,Florida
Florida,UNION,2012,15266,UNION,FL,12125,Florida,FL,UNION,3553925.9897625,Florida
Florida,UNION,2013,15165,UNION,FL,12125,Florida,FL,UNION,3714881.8847625,Florida
Florida,UNION,2014,15260,UNION,FL,12125,Florida,FL,UNION,4865774.9299875,Florida
Florida,VOLUSIA,2006,494302,VOLUSIA,FL,12127,Florida,FL,VOLUSIA,166518405.32765,Florida
Florida,VOLUSIA,2007,498769,VOLUSIA,FL,12127,Florida,FL,VOLUSIA,195477553.01975,Florida
Florida,VOLUSIA,2008,497344,VOLUSIA,FL,12127,Florida,FL,VOLUSIA,275349336.92035,Florida
Florida,VOLUSIA,2009,495890,VOLUSIA,FL,12127,Florida,FL,VOLUSIA,370128379.8410625,Florida
Florida,VOLUSIA,2010,494462,VOLUSIA,FL,12127,Florida,FL,VOLUSIA,481913387.56717503,Florida
Florida,VOLUSIA,2011,494558,VOLUSIA,FL,12127,Florida,FL,VOLUSIA,396323028.0208125,Florida
Florida,VOLUSIA,2012,496711,VOLUSIA,FL,12127,Florida,FL,VOLUSIA,265012354.1039625,Florida
Florida,VOLUSIA,2013,500702,VOLUSIA,FL,12127,Florida,FL,VOLUSIA,219605596.3699125,Florida
Florida,VOLUSIA,2014,507050,VOLUSIA,FL,12127,Florida,FL,VOLUSIA,213461293.647675,Florida
Florida,WAKULLA,2006,29158,WAKULLA,FL,12129,Florida,FL,WAKULLA,5464253.894,Florida
Florida,WAKULLA,2007,30246,WAKULLA,FL,12129,Florida,FL,WAKULLA,7575903.873500001,Florida
Florida,WAKULLA,2008,31142,WAKULLA,FL,12129,Florida,FL,WAKULLA,8114921.9535,Florida
Florida,WAKULLA,2009,32815,WAKULLA,FL,12129,Florida,FL,WAKULLA,8481538.98,Florida
Florida,WAKULLA,2010,30824,WAKULLA,FL,12129,Florida,FL,WAKULLA,8909323.6538625,Florida
Florida,WAKULLA,2011,30977,WAKULLA,FL,12129,Florida,FL,WAKULLA,9653313.382725,Florida
Florida,WAKULLA,2012,30860,WAKULLA,FL,12129,Florida,FL,WAKULLA,9747856.447725,Florida
Florida,WAKULLA,2013,31009,WAKULLA,FL,12129,Florida,FL,WAKULLA,9032064.105,Florida
Florida,WAKULLA,2014,31418,WAKULLA,FL,12129,Florida,FL,WAKULLA,8808081.330225,Florida
Florida,WALTON,2006,51372,WALTON,FL,12131,Florida,FL,WALTON,22041414.055625,Florida
Florida,WALTON,2007,52664,WALTON,FL,12131,Florida,FL,WALTON,24799001.058965,Florida
Florida,WALTON,2008,53920,WALTON,FL,12131,Florida,FL,WALTON,24625185.6823375,Florida
Florida,WALTON,2009,55105,WALTON,FL,12131,Florida,FL,WALTON,29237208.6374625,Florida
Florida,WALTON,2010,55214,WALTON,FL,12131,Florida,FL,WALTON,36549728.8813125,Florida
Florida,WALTON,2011,55613,WALTON,FL,12131,Florida,FL,WALTON,35063180.9935875,Florida
Florida,WALTON,2012,57215,WALTON,FL,12131,Florida,FL,WALTON,32404678.4267625,Florida
Florida,WALTON,2013,59232,WALTON,FL,12131,Florida,FL,WALTON,29838869.147925,Florida
Florida,WALTON,2014,61244,WALTON,FL,12131,Florida,FL,WALTON,29382133.4099625,Florida
Florida,WASHINGTON,2006,22371,WASHINGTON,FL,12133,Florida,FL,WASHINGTON,7659031.901000001,Florida
Florida,WASHINGTON,2007,22883,WASHINGTON,FL,12133,Florida,FL,WASHINGTON,9660023.1783,Florida
Florida,WASHINGTON,2008,23994,WASHINGTON,FL,12133,Florida,FL,WASHINGTON,11461812.004125,Florida
Florida,WASHINGTON,2009,23916,WASHINGTON,FL,12133,Florida,FL,WASHINGTON,13060632.6949875,Florida
Florida,WASHINGTON,2010,24726,WASHINGTON,FL,12133,Florida,FL,WASHINGTON,14208243.1149,Florida
Florida,WASHINGTON,2011,24516,WASHINGTON,FL,12133,Florida,FL,WASHINGTON,13964081.0899875,Florida
Florida,WASHINGTON,2012,24747,WASHINGTON,FL,12133,Florida,FL,WASHINGTON,15658135.787925,Florida
Florida,WASHINGTON,2013,24506,WASHINGTON,FL,12133,Florida,FL,WASHINGTON,16216275.32475,Florida
Florida,WASHINGTON,2014,24300,WASHINGTON,FL,12133,Florida,FL,WASHINGTON,16579450.17975,Florida
Louisiana,ACADIA,2006,59585,ACADIA,LA,22001,Louisiana,LA,ACADIA,22401553.1148,Louisiana
Louisiana,ACADIA,2007,59715,ACADIA,LA,22001,Louisiana,LA,ACADIA,25689157.670325,Louisiana
Louisiana,ACADIA,2008,59936,ACADIA,LA,22001,Louisiana,LA,ACADIA,24689478.84055,Louisiana
Louisiana,ACADIA,2009,60095,ACADIA,LA,22001,Louisiana,LA,ACADIA,28592010.9749625,Louisiana
Louisiana,ACADIA,2010,61876,ACADIA,LA,22001,Louisiana,LA,ACADIA,33011664.508575,Louisiana
Louisiana,ACADIA,2011,61872,ACADIA,LA,22001,Louisiana,LA,ACADIA,32544699.8597625,Louisiana
Louisiana,ACADIA,2012,62007,ACADIA,LA,22001,Louisiana,LA,ACADIA,27021224.292075,Louisiana
Louisiana,ACADIA,2013,62310,ACADIA,LA,22001,Louisiana,LA,ACADIA,24201541.2825,Louisiana
